"","유흥업소","무단투기","인구대비무단투기","유동인구평균","발생합계","검거합계","살인","강도","강간","절도","폭력","살인검거율","강간검거율","강도검거율","절도검거율","폭력검거율","이혼","인구","범죄","검거","for_perc","범죄율","cctv_10만","면적","가로등","살인율","강도율","강간율","절도율","폭력율","이혼율","인구대비_살인","인구대비_강도","인구대비_강간","인구대비_절도","인구대비_폭력"
"12",12.48,2354,576.2644648,114846,3330,2242,0,0.315789474,0.580516899,0.237484982,0.163825056,100,43.68686869,100,48.36867863,86.23529412,598,408493,0.259523282,83.21600956,3005.1923,815.2,320.2013254,80,326,0,0.0773059695025374,0.142111835208926,0.0581368547319048,0.0401047401057056,146.391737434913,0,0.0773059695025374,0.142111835208926,0.0581368547319048,0.0401047401057056
"13",16.59,6212,1610.231659,212026,5278,3499,0.142857143,0.368421053,0.787276342,0.585102123,0.524462565,100,85.8,100,39.9713467,83.12757202,576,385783,0.481623845,89.94914125,2817.1278,1368.1,253.4715112,41,321,0.0370304401697327,0.0954995562272054,0.204072326152267,0.15166612396088,0.135947557305532,149.306734615056,0.0370304401697327,0.0954995562272054,0.204072326152267,0.15166612396088,0.135947557305532
"14",9.23,5811,1787.84597,157268,3113,2299,0.214285714,0,0.194831014,0.239086904,0.154929577,100,89.6039604,100,58.45528455,83.11455847,485,325028,0.160626642,94.84914626,3762.1374,957.8,385.1145132,71,321,0.0659283858621411,0,0.0599428400014768,0.0735588638517297,0.0476665324218221,149.217913533603,0.0659283858621411,0,0.0599428400014768,0.0735588638517297,0.0476665324218221
"15",17.06,381,85.54089461,352821,4708,3237,0.571428571,0.631578947,0.727634195,0.4721666,0.424759081,100,60.21276596,53.84615385,46.0816777,87.43760399,561,445401,0.565513479,76.45987629,965.1977,1057,516.9521398,49,247,0.128295304905018,0.141800073866022,0.163366089209499,0.106009326427197,0.0953655427356472,125.953915684967,0.128295304905018,0.141800073866022,0.163366089209499,0.106009326427197,0.0953655427356472
"16",7.36,266,85.06256576,137501,2767,2031,0,0.105263158,0.055666004,0.175810973,0.111564122,100,80.3030303,100,50.65298507,88.38999359,509,312711,0.089660851,92.24728085,2527.2536,884.8,425.9332099,79,339,0,0.0336614823271327,0.0178011019759458,0.0562215505690558,0.0356764303142518,162.77009763008,0,0.0336614823271327,0.0178011019759458,0.0562215505690558,0.0356764303142518
"17",1.98,398,87.39435274,109063,3434,2479,0.428571429,0.368421053,0.137176938,0.28474169,0.23869533,100,77.4566474,100,52.30654762,85.54153523,732,455407,0.291521288,91.35828473,2492.7153,754.1,361.4766571,67,215,0.0941073433214685,0.0808992951359992,0.0301218334369037,0.062524662554594,0.0524136278098492,160.735342232333,0.0941073433214685,0.0808992951359992,0.0301218334369037,0.062524662554594,0.0524136278098492
"18",16.84,8518,1269.121374,238621,5576,3870,0.357142857,0,0.365805169,0.657188626,0.648257969,100,84.02777778,100,45.11873351,86.23212504,1041,671173,0.405678924,91.37454251,994.8255,830.8,161.4844459,32,356,0.0532117437680002,0,0.0545023666029474,0.0979164278062437,0.0965858234762125,155.101590797008,0.0532117437680002,0,0.0545023666029474,0.0979164278062437,0.0965858234762125
"19",1.26,485,102.1013941,96439,3882,2660,0.142857143,0.105263158,0.067594433,0.383259912,0.329873981,66.66666667,88.4057971,66.66666667,47.54716981,82.77467412,700,475018,0.205769725,77.44599181,813.4429,817.2,520.4476462,142,414,0.0300740483518519,0.0221598251013646,0.0142298677102762,0.0806832397930184,0.0694445223128387,147.362836776712,0.0300740483518519,0.0221598251013646,0.0142298677102762,0.0806832397930184,0.0694445223128387
"20",40.54,3361,836.0197401,266959,5969,4012,1,0.210526316,0.697813121,0.669203044,0.71608599,86.66666667,58.68131868,100,48.09027778,82.10031348,628,402024,0.658725694,82.61056932,8326.3686,1484.7,317.5432312,52,373,0.248741368674507,0.0523666039838418,0.173574990796569,0.166458481085706,0.178120209241239,156.20957952759,0.248741368674507,0.0523666039838418,0.173574990796569,0.166458481085706,0.178120209241239
"21",12.27,1842,753.5468246,157758,4060,2936,0,0.210526316,0.44333996,0.285542651,0.416234248,100,88.37920489,80,46.50817236,84.67030659,389,244444,0.271128635,87.89426652,6252.1477,1660.9,858.8961071,96,329,0,0.0861245585901065,0.181366677030322,0.1168131150693,0.170277956505375,159.136652975733,0,0.0861245585901065,0.181366677030322,0.1168131150693,0.170277956505375
"22",16.9,2386,485.7472079,69889,3883,3207,0.357142857,0.157894737,0.250497018,0.301962355,0.369903632,100,92.60869565,100,67.33958183,90.86879433,917,491202,0.28748012,99.17025116,897.3905,790.5,429.4383981,71,217,0.0727079403178326,0.0321445631328863,0.050996742277108,0.0614741705041918,0.0753058073867777,186.684907634741,0.0727079403178326,0.0321445631328863,0.050996742277108,0.0614741705041918,0.0753058073867777
"23",128.46,13473,8202.390157,271308,4057,4437,0.428571429,0.473684211,0.296222664,0.404885863,0.328020756,100,100,100,55.0486618,97.80681288,265,164257,0.386276984,99.61865682,5775.7051,2469.9,989.8390936,68,376,0.260915168912132,0.288379923534461,0.180340968117036,0.246495347534656,0.199699712036626,161.332545949335,0.260915168912132,0.288379923534461,0.180340968117036,0.246495347534656,0.199699712036626
"24",180.54,3267,2427.317914,304351,4184,2851,0,0.421052632,0.324055666,0.48578294,0.297627872,0,55.80524345,100,48.15817985,87.53032508,253,134593,0.305703822,64.12247904,6600.6404,3108.6,762.2090302,103,866,0,0.312833975020989,0.240767102301011,0.360927343918332,0.221131761681514,187.974114552763,0,0.312833975020989,0.240767102301011,0.360927343918332,0.221131761681514
"25",7.03,7563,1832.210863,68452,4571,3392,0.285714286,0.105263158,0.135188867,0.360432519,0.593031875,100,83.72093023,100,53.0332681,84.88453464,956,412780,0.295926141,92.75163179,1103.2511,1107.4,224.0903145,50,307,0.0692170856146131,0.0255010315422259,0.0327508278017346,0.0873183097533795,0.143667783080576,231.600368234895,0.0692170856146131,0.0255010315422259,0.0327508278017346,0.0873183097533795,0.143667783080576
